Region,Case Number,Case Name,Case Type,City,State,Election Held Date,Number of Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,"Stipulated
/ Consent
/ Directed",Certification of Representative Date (Win),Certification of Results Date (Loss),Case Closed Date,Closed Reason,Votes for Labor Org 2,Labor Org 2 Name,Union To Certify,Votes for Labor Org 3,Labor Org 3 Name,For Proposition,Against Proposition	,"Stipulated / Consent
/ Directed",Against Proposition,Dispute Unit City,Dispute Unit State,Num Eligible Voters,"Stipulated
/ Consent / Directed",Cert of Rep (Win),Cert of Results (Loss),Closed Date,Votes For Labor Org3,Labor Org3,Stipulated/Consent,Case ID,Stipulated / Consent / Directed
5,05-RC-164835,"Gap Solutions, Inc.",RC,Perry Point,MD,2015-12-15,34.0,26.0,7.0,"INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS, AFL-CIO, DISTRICT",Stipulated,,LOSS,2015-12-24,Certification of Results,,,,,,,,,,,,,,,,,,,,,
5,05-RC-164989,"Advanced Technology Logistics, Inc. and PD Systems, Inc.",RC,Fort Lee,VA,2015-12-18,55.0,13.0,40.0,"Transport Workers Union of America, AFL-CIO Local 527",Stipulated,WON,,2015-12-29,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-165235,"Sinai Hospital of Baltimore, Inc.",RC,Baltimore,MD,2015-12-21,15.0,0.0,14.0,1199 SEIU United Healthcare Workers East,Stipulated,WON,,2015-12-30,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-165375,Sec Tek Inc.,RC,Washington,DC,2015-12-22,40.0,0.0,22.0,United Security & Police Officers of America (USPOA),Stipulated,WON,,2015-12-30,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-167041,"Sheffield Barbers, LLC",RC,Hampton,VA,2016-02-05,11.0,0.0,9.0,Teamsters Local 822,Stipulated,WON,,2016-02-17,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-167511,"Apex Limited, Inc.",RC,Fort Myer,VA,2016-02-05,9.0,0.0,9.0,Public Service Employees Local Union 572,Stipulated,WON,,2016-02-18,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-167755,"URS Federal Services, Inc.",RC,Virginia Beach,VA,2016-02-01,189.0,22.0,116.0,"International Association of Machinists and Aerospace Workers, AFL-CIO",Stipulated,WON,,2016-02-10,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-167834,"URS Federal Services, Inc.",RC,Norfolk,VA,2016-02-02,111.0,21.0,64.0,"International Association of Machinists and Aerospace Workers, AFL-CIO",Stipulated,WON,,2016-02-10,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-167860,"Delaware Resource Group of Oklahoma, LLC",RC,Dover,DE,2016-02-11,5.0,0.0,5.0,"International Association of Machinists & Aerospace Workers, AFL-CIO, DL 1, LL 321",Stipulated,WON,,2016-02-22,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-167964,"American Security Programs, Inc.",RC,Vienna,VA,2016-02-09,8.0,0.0,4.0,United Security & Police Officers of America (USPOA),Stipulated,WON,,2016-02-18,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-168064,"AmeriGuard Security Services, Inc.",RC,Bethesda,MD,2016-02-09,3.0,0.0,2.0,United Security & Police Officers of America (USPOA),Stipulated,WON,,2016-03-09,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-168066,"Jacobs Technology, Inc., A Wholly-Owned Subsidiary of Jacobs Engineering Group, Inc.",RC,Aberdeen,MD,2016-02-08,5.0,0.0,5.0,"International Association of Machinists and Aerospace Workers, AFL-CIO",Stipulated,WON,,2016-02-18,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-168485,"Jacobs Technology, Inc., a wholly-owned subsidiary of Jacobs Engineering Group Inc.",RC,Aberdeen,MD,2016-02-09,5.0,0.0,5.0,"INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS, AFL-CIO, DISTRICT LODGE 4",Stipulated,WON,,2016-02-18,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-168968,"S.E. Cemeteries of Maryland, Inc. d/b/a National Harmony Memorial Park",RC,Hyattsville,MD,2016-02-26,8.0,2.0,6.0,Public Service Employees Local Union 572,Stipulated,WON,,2016-03-07,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-168988,"HBC Management Services, Inc",RC,Arlington,VA,2016-02-23,7.0,0.0,4.0,Law Enforcement Officers Security Unions (LEOSU-DC),Stipulated,WON,,2016-03-16,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-169393,"Vador Ventures, Inc., d/b/a Total Quality Building Services",RC,Washington,DC,2016-03-04,5.0,0.0,5.0,"PUBLIC SERVICE EMPLOYEES, LOCAL 572",Stipulated,WON,,2016-03-14,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-169756,"E&P Electrical Contracting Company, Inc.",RC,Norfolk,VA,2016-03-08,24.0,15.0,7.0,"International Brotherhood of Electrical Workers (IBEW), Local 1340",Stipulated,,LOSS,2016-03-16,Certification of Results,,,,,,,,,,,,,,,,,,,,,
5,05-RC-170640,"Hana Industries, Inc.",RC,Quantico,VA,2016-03-28,28.0,0.0,16.0,"International Union, Security, Police and Fire Professionals of America (SPFPA)",Stipulated,WON,,2016-04-26,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-170708,"Master Security Company, LLC",RC,Alexandria,VA,2016-03-24,46.0,0.0,23.0,UNITED GOVERNMENT SECURITY OFFICERS OF AMERICA AND ITS LOCAL 376,Stipulated,WON,,2016-04-22,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-170813,American Security Programs,RC,Washington,DC,2016-03-29,7.0,0.0,3.0,Law Enforcement Officers Security Unions (LEOSU-DC),Stipulated,WON,,2016-04-29,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-172193,Allied Building Products Corp.,RC,Manassas,VA,2016-04-07,14.0,3.0,10.0,Public Service Employee Local Union 572,Stipulated,WON,,2016-04-15,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-173000,"Lockheed Martin Training Solutions, Inc.",RC,Andrews AFB,MD,2016-04-26,5.0,0.0,5.0,"INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS, AFL-CIO, DISTRICT LODGE 4",Stipulated,WON,,2016-05-04,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-173459,"Ferguson Enterprises, Inc.",RC,Beltsville,MD,2016-04-29,79.0,45.0,26.0,Teamsters Local Union 570,Stipulated,,LOSS,2016-05-09,Certification of Results,,,,,,,,,,,,,,,,,,,,,
5,05-RC-173593,"Skyquest Aviation, LLC d/b/a Gold Coast Helicopters",RC,Quantico,VA,2016-04-29,11.0,0.0,11.0,"International Association of Machinists and Aerospace Workers, AFL-CIO",Stipulated,WON,,2016-05-09,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-174125,"FS Washington Employment, Inc. d/b/a Four Seasons Hotel Washington, DC",RC,Washington,DC,2016-05-10,17.0,5.0,10.0,"International Union of Operating Engineers, Local 99",Stipulated,WON,,2016-06-09,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-174220,"URS Federal Services, Inc.",RC,Richmond,VA,2016-05-10,34.0,0.0,25.0,"Transport Workers Union of America, AFL-CIO Local 527",Stipulated,WON,,2016-06-09,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-174238,"Olgoonik Technical Services,LLC",RC,Richmond,VA,2016-05-20,39.0,0.0,32.0,"Transport Workers Union ofAmerica, AFL-CIO Local 527",Stipulated,WON,,2016-06-20,Certific. ofRepresentative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-174542,Allied Building Products Corporation,RC,Rockville,MD,2016-05-12,8.0,3.0,4.0,Public Service Employees Local Union 572 a/w Laborers' International Union of North America,Stipulated,WON,,2016-06-07,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-175067,"Covanta Projects, LLC",RC,York,PA,2016-05-27,34.0,13.0,19.0,International Brotherhood of Electrical Workers Local 777,Stipulated,WON,,2016-06-06,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-175386,McDaniel College,RC,Westminster,MD,2016-05-16,238.0,36.0,82.0,Service Employees International Union Local 500,Stipulated,WON,,2016-06-14,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-175752,"Inter-Con Security Systems, Inc.",RC,Washington,DC,2016-05-31,30.0,1.0,11.0,National Association of Special Police and Security Officers,Stipulated,WON,,2016-07-06,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-175938,"Swanson Services, LLC",RC,Linthicum,MD,2016-05-26,14.0,0.0,3.0,"INTERNATIONAL UNION, SECURITY, POLICE AND FIRE PROFESSIONALS OF AMERICA (SPFPA)",Stipulated,WON,,2016-06-27,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-176549,NVE Inc.,RC,Washington,DC,2016-06-15,3.0,0.0,3.0,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 99",Stipulated,WON,,2016-06-27,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-177152,Foreign Policy,RC,Washington,DC,2016-06-21,21.0,1.0,16.0,"Washington-Baltimore Newspaper Guild, Local 32035",Stipulated,WON,,2016-07-06,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-177211,"HBC Management Services, Inc. and The Hana Group, Inc. as Joint Employers",RC,Upper Marlboro,MD,2016-06-10,9.0,0.0,5.0,Governed United Security Professionals,Stipulated,WON,,2016-07-12,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-177523,GGNSC Glen Allen Manor LLC d/b/a Golden Living Community-Elizabeth House,RC,Glen Allen,VA,2016-06-22,15.0,1.0,14.0,"United Food and Commercial Workers International Union, Local 400",Stipulated,WON,,2016-07-06,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-177835,"ABM Government Services, LLC",RC,Beltsville,MD,2016-07-07,47.0,28.0,19.0,Steamfitters UA Local Union No. 602,Stipulated,,LOSS,2016-07-18,Certification of Results,,,,,,,,,,,,,,,,,,,,,
5,05-RC-177929,"4Wall Entertainment, Inc.",RC,Columbia,MD,2016-06-28,17.0,12.0,1.0,"Baltimore Stagehands Local 19, a/w IATSE",Stipulated,,LOSS,2016-07-06,Certification of Results,,,,,,,,,,,,,,,,,,,,,
5,05-RC-178957,"Ryder Integrated Logistics, Inc.",RC,York,PA,2016-07-20,13.0,4.0,8.0,Teamsters Local 776,Stipulated,WON,,2016-07-29,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-179184,Omniplex World Services Corporation,RC,Washington,DC,2016-07-21,143.0,1.0,70.0,Law Enforcement Officers Security Unions LEOSU-DC,Stipulated,WON,,2016-08-19,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-179280,"Washington Wholesale Liquor Company LLC d/b/a Breakthru Beverage Washington, DC",RC,Washington,DC,2016-07-29,43.0,19.0,23.0,"UNITED FOOD AND COMMERCIAL WORKERS, LOCAL 2-D",Stipulated,WON,,2016-08-08,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-179388,"Airbus Americas Customer Services, Inc.",RC,Ashburn,VA,2016-07-26,8.0,7.0,0.0,International Association of Machinists & Aerospace Workers,Stipulated,,LOSS,2016-08-03,Certification of Results,,,,,,,,,,,,,,,,,,,,,
5,05-RC-179443,Peterbilt of Baltimore LLC,RC,Baltimore,MD,2016-07-28,17.0,8.0,5.0,"INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS, AFL-CIO, DISTRICT LODGE 1",Stipulated,,LOSS,2016-08-05,Certification of Results,,,,,,,,,,,,,,,,,,,,,
5,05-RC-179778,"Protenergy Natural Foods, Inc.",RC,Cambridge,MD,2016-08-03,111.0,72.0,34.0,United Food and Commercial Workers International Union Local 27,Stipulated,,LOSS,2016-08-12,Certification of Results,,,,,,,,,,,,,,,,,,,,,
5,05-RC-179786,Washington Hospital Center Corporation d/b/a Medstar Washington Hospital Center,RC,Washington,DC,2016-08-03,62.0,17.0,38.0,"Law Enforcement Officers Security Unions (LEOSU-DC), LEOS-PBA",Stipulated,WON,,2016-08-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-180357,"Corporate Chefs, Inc.",RC,McLean,VA,2016-08-11,18.0,9.0,7.0,"United Food and Commercial Workers Union, Local 400",Stipulated,,LOSS,2016-08-19,Certification of Results,,,,,,,,,,,,,,,,,,,,,
5,05-RC-180443,"Seeram Enterprise, LLC",RC,Upper Marlboro,MD,2016-08-19,8.0,0.0,8.0,TEAMSTERS LOCAL UNION NO. 639,Stipulated,WON,,2016-08-29,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-180738,"Omega Protein, Inc.",RC,Reedville,VA,2016-08-05,40.0,32.0,7.0,"United Food and Commercial Workers Union, Local 400",Stipulated,,LOSS,2016-08-15,Certification of Results,,,,,,,,,,,,,,,,,,,,,
5,05-RC-180858,Admiral Security Services,RC,McLean,VA,2016-08-16,14.0,1.0,8.0,Law Enforcement Officers Security Unions (LEOSU-DC),Stipulated,WON,,2016-08-24,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-181223,"Chase Brexton Health Services, Inc.",RC,Baltimore,MD,2016-08-25,119.0,9.0,87.0,1199 SEIU United Healthcare Workers East,Stipulated,WON,,2016-09-02,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-181284,Packaging Corporation of America,RC,Hanover,PA,2016-08-25,45.0,25.0,20.0,"UNITED STEEL, PAPER & FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL & SERVICE WORKERS I",Stipulated,,LOSS,2016-09-02,Certification of Results,,,,,,,,,,,,,,,,,,,,,
5,05-RC-181526,The Robertson Group Inc.,RC,Rockville,MD,2016-09-01,34.0,11.0,20.0,United Food and Commercial Workers Union Local 1994,Stipulated,WON,,2016-09-13,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-181605,Unilever Manufacturing (US)Inc.,RC,Suffolk,VA,2016-08-26,202.0,79.0,108.0,UFCW Local 400,Stipulated,WON,,2016-09-06,Certific. ofRepresentative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-181639,"Omnisec International Security Services, Inc. a Wholly Owned Subsidiary of Omniplex World Services C",RC,Washington,DC,2016-08-24,34.0,0.0,16.0,Union Rights for Security Officers (URSO),Stipulated,WON,,2016-09-22,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
5,05-RC-182357,C.W. Wright Construction Company,RC,Ijamsville,MD,2016-09-14,109.0,60.0,49.0,"International Brotherhood of Electrical Workers, Local Union 126",Stipulated,,LOSS,2016-09-22,Certification of Results,,,,,,,,,,,,,,,,,,,,,
5,05-RC-182514,"ATSS Companies, a multiemployer entity: Jacobs Technology, Inc., Caelum Research Corporation, and Er",RC,Aberdeen,MD,2016-09-08,5.0,1.0,4.0,"International Association of Machinists and Aerospace Workers, AFL-CIO, District Lodge 1",Stipulated,WON,,2016-09-20,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-158767,UPMC Passavant Hospital,RC,Pittsburgh,PA,2015-09-30,34.0,8.0,25.0,"International Union of Operating Engineers, Local 95, AFL-CIO",Stipulated,WON,,2015-10-08,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-159093,"SeniorLife Greensburg, Inc. and PACE Healthcare Transportation, Inc., Single Employer",RC,Greensburg,PA,2015-10-16,7.0,1.0,6.0,"Teamsters, Chauffeurs, Warehousemen and Helpers, Local Union No. 30 a/w International Brotherhood of",Directed,WON,,2015-10-28,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-161791,Pepsi Beverages Company,RC,Elkins,WV,2015-11-13,14.0,4.0,10.0,Chauffeurs Teamsters and Helpers Local Union No. 175 a/w International Brotherhood of Teamsters,Stipulated,WON,,2015-11-23,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-162824,Golden Living Center - Walnut Creek,RC,Erie,PA,2015-11-19,23.0,2.0,14.0,Service Employees International Union Healthcare Pennsylvania,Stipulated,WON,,2015-11-30,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-166948,Univar USA Inc.,RC,Bunola,PA,2016-01-22,27.0,7.0,19.0,International Chemical Workers Union Council - United Food and Commercial Workers International Unio,Stipulated,WON,,2016-02-01,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-167320,Pitcairn Ambulance Association,RC,Pitcairn,PA,2016-02-02,14.0,1.0,9.0,International Association of EMTs and Paramedics (IAEP),Stipulated,WON,,2016-02-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-169581,Associated Finish Systems,RC,Fairview,PA,2016-03-02,12.0,4.0,0.0,"International Union of Painters and Allied Trades District Council 57, AFL-CIO, CLC",Stipulated,,LOSS,2016-03-10,Certification of Results,,,,,,,,,,,,,,,,,,,,,
6,06-RC-169868,Pepsi Beverages Company,RC,Flatwoods,WV,2016-03-11,11.0,5.0,6.0,Chauffeurs Teamsters and Helpers Local Union No. 175 a/w International Brotherhood of Teamsters,Stipulated,WON,,2016-03-21,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-170326,"HOLDINGS ACQUISITION CO., L. P., D/B/A RIVERS CASINO",RC,Pittsburgh,PA,2016-03-25,11.0,2.0,9.0,"Teamsters Local 211 a/w, International Brotherhood of Teamsters",Stipulated,WON,,2016-04-04,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-170482,"Guitar Center Stores, Inc.",RC,Monroeville,PA,2016-03-25,14.0,5.0,9.0,"Retail, Wholesale and Department Store Union, United Food and Commercial Workers, AFL-CIO",Consent,WON,,2016-04-04,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-170846,"Dynegy Fayette II, LLC",RC,Masontown,PA,2016-03-29,17.0,7.0,9.0,"International Brotherhood of Electrical Workers, Local 29, AFL-CIO",Stipulated,WON,,2016-05-19,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-175522,"Chenega Total Asset Protection, LLC",RC,Morgantown,WV,2016-05-25,13.0,9.0,3.0,United Government Security Officers of America International Union and its Local 377,Stipulated,,LOSS,2016-06-02,Certification of Results,,,,,,,,,,,,,,,,,,,,,
6,06-RC-177403,ATI Powder Metals LLC d/b/a ATI Specialty Materials (Robinson Operations),RC,Pittsburgh,PA,2016-06-23,23.0,9.0,12.0,"United Steel Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial & Service Workers",Stipulated,WON,,2016-07-01,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-178203,"New Enterprise Stone & Lime Co., Inc.",RC,Tyrone,PA,2016-07-14,35.0,12.0,19.0,"General Teamsters, Chauffeurs, Warehousemen and Helpers of America, Local Union No. 110 a/w Internat",Stipulated,WON,,2016-07-22,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-178396,Jones Lang LaSalle,RC,Pittsburgh,PA,2016-07-06,13.0,0.0,13.0,"International Union of Operating Engineers Local 95, AFL-CIO",Stipulated,WON,,2016-07-14,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-179258,"Renzenberger, Inc.",RC,New Castle,PA,2016-07-25,23.0,0.0,14.0,"United Steel Paper and Forestry, Rubber, Manufacturing, Energy, Allied Industrial & Service Workers",Stipulated,WON,,2016-08-23,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-180163,"Crossett, Inc",RC,Pittsburgh,PA,2016-08-09,9.0,2.0,7.0,Teamsters Local Union No. 926 a/w International Brotherhood of Teamsters,Stipulated,WON,,2016-08-17,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-180318,Golden Living Center Kinzua,RC,Warren,PA,2016-08-04,51.0,8.0,30.0,Service Employees International Union Healthcare Pennsylvania,Stipulated,WON,,2016-08-12,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-181105,"Renzenberger, Inc.",RC,Connellsville,PA,2016-08-25,22.0,0.0,7.0,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied-Industrial and Service Worke",Stipulated,WON,,2016-09-23,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-181754,"Wendell H. Stone Company, Inc. t/d/b/a Stone and Company, Inc.",RC,Canonsburg,PA,2016-08-29,5.0,1.0,4.0,"International Union of Operating Engineers, Local 66, AFL-CIO",Stipulated,WON,,2016-09-07,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-182132,"Lifestyle Support Services, Inc.",RC,Warren,PA,2016-09-07,35.0,11.0,22.0,"Service Employees International Union, Local 668 of the Pennsylvania Social Services Union",Stipulated,WON,,2016-09-15,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-182419,"Shenandoah Fleet Maintenance and Management, LLC",RC,Pittsburgh,PA,2016-09-14,11.0,3.0,7.0,"General Teamsters, Chauffeurs and Helpers, Local No. 249 a/w International Brotherhood of Teamsters",Stipulated,WON,,2016-09-22,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
6,06-RC-182731,"Aramark Educational Services, LLC",RC,Beaver,PA,2016-09-15,16.0,3.0,13.0,"United Food and Commercial Workers International Union, Local 23, AFL-CIO, CLC",Stipulated,WON,,2016-09-23,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
7,07-RC-142973,"Jack Cooper Transport Company, Inc.",RC,Dimondale,MI,2015-09-25,6.0,3.0,3.0,"Local 243, International Brotherhood of Teamsters (IBT)",Directed,,LOSS,2016-01-21,Certification of Results,,,,,,,,,,,,,,,,,,,,,
7,07-RC-156568,"Universal Ambulance Response Service, Inc., d/b/a Universal EMS and Metro Medical Ambulance, LLC, a",RC,Grand Blanc,MI,2016-06-03,42.0,23.0,5.0,"International Association of EMT's and Paramedics (IAEP), NAGE, SEIU Local 5000",Stipulated,,LOSS,2016-06-13,Certification of Results,,,,,,,,,,,,,,,,,,,,,
7,07-RC-159255,AlcoTec Wire Corporation,RC,Traverse City,MI,2016-08-05,123.0,68.0,41.0,"International Union, United Automobile, Aerospace & Agricultural Implement Workers of America - UAW",Stipulated,,LOSS,2016-08-15,Certification of Results,,,,,,,,,,,,,,,,,,,,,
7,07-RC-159533,Dollar Thrifty Automotive Group,RC,Romulus,MI,2015-10-01,16.0,6.0,8.0,"LOCAL 299, INTERNATIONAL BROTHERHOOD OF TEAMSTERS (IBT)",Stipulated,WON,,2015-10-09,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
7,07-RC-161830,DTE Energy Company,RC,Detroit,MI,2015-12-03,24.0,2.0,19.0,"Local 223, Utility Workers Union of America (UWUA), AFL-CIO",Directed,WON,,2015-12-14,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
7,07-RC-161914,"Forgotten Harvest, Inc.",RC,Oak Park,MI,2015-11-10,30.0,16.0,7.0,"Local Union 876, United Food and Commercial Workers International Union (UFCW), AFL-CIO",Stipulated,,LOSS,2015-11-18,Certification of Results,,,,,,,,,,,,,,,,,,,,,
7,07-RC-162137,Archer Daniel Midland (ADM) Company,RC,Decature,IL,2015-11-06,6.0,1.0,5.0,"Local 326, Bakery, Confectionery, Tobacco Workers and Grain Millers International Union (BCTGM), AFL",Stipulated,WON,,2015-11-18,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
7,07-RC-162297,"Air General, Inc.",RC,Detroit,MI,2015-11-12,33.0,5.0,20.0,"Local 283, International Brotherhood of Teamsters (IBT)",Directed,WON,,2016-03-22,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
7,07-RC-163178,"Sunbelt Rentals, Inc.",RC,Sterling Heights,MI,2015-12-21,4.0,0.0,3.0,"Local 324, International Union of Operating Engineers (IUOE), AFL-CIO",Stipulated,,LOSS,2016-07-06,Certification of Results,,,,,,,,,,,,,,,,,,,,,
7,07-RC-163285,"Middlebelt-Hope Acquisition Company, Inc., d/b/a Autumnwood of Livonia",RC,Livonia,MI,2015-12-09,32.0,16.0,9.0,SEIU Healthcare Michigan,Stipulated,,LOSS,2015-12-17,Certification of Results,,,,,,,,,,,,,,,,,,,,,
7,07-RC-164035,Computer Sciences Corporation,RC,Grand Ledge,MI,2015-12-17,3.0,0.0,3.0,"International Association of Mechinists and Aerospace Workers, AFL-CIO, Local Lodge 698",Stipulated,WON,,2015-12-29,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
7,07-RC-164304,"Dean Transportation, Inc.",RC,Muskegon,MI,2015-12-03,42.0,4.0,31.0,Dean Transportation Employee's Union,Stipulated,WON,,2015-12-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
7,07-RC-164383,"Valeo North America, Inc.",RC,Highland Park,MI,2015-12-09,76.0,38.0,35.0,"Local 155, International Union, United Automobile, Aerospace and Agricultural Implement Workers of A",Stipulated,,LOSS,2015-12-18,Certification of Results,,,,,,,,,,,,,,,,,,,,,
