,Region,Case Number,Case Name,Case Type,City,State,Election Held Date,Number of Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,"Stipulated
/ Consent
/ Directed",Certification of Representative Date (Win),Certification of Results Date (Loss),Case Closed Date,Closed Reason,Votes for Labor Org 2,Labor Org 2 Name,Union To Certify,Votes for Labor Org 3,Labor Org 3 Name,For Proposition,Against Proposition	,"Stipulated / Consent
/ Directed",Against Proposition,Dispute Unit City,Dispute Unit State,Num Eligible Voters,"Stipulated
/ Consent / Directed",Cert of Rep (Win),Cert of Results (Loss),Closed Date,Votes For Labor Org3,Labor Org3,Stipulated/Consent,Case ID,Stipulated / Consent / Directed
3645,9,09-RC-203121,"THE AMERICAN BOTTLING COMPANY, A WHOLLY OWNED SUBSIDIARY OF DR PEPPER SNAPPLE GROUP",RC,Columbus,OH,2017-08-18,4.0,0.0,4.0,international brotherhood of teamsters local union no. 413,Stipulated,WON,,2017-08-28,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3646,9,09-RC-204321,IMI-SOUTH LLC,RC,Crestwood,KY,2017-08-28,3.0,1.0,2.0,"general drivers, warehousemen and helpers local union no. 89, affiliated with the international brot",Stipulated,WON,,2017-09-06,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3647,9,09-RC-204716,HANSON AGGREGATES MIDWEST LLC D/B/A AGGROCK QUARRY,RC,Charlestown,IN,2017-09-08,9.0,7.0,2.0,"international brotherhood of boilermakers, iron ship builders, blacksmiths, forgers and helpers, afl",Stipulated,,LOSS,2017-09-18,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3648,9,09-RC-205105,"TIGEREYE PROMOTIONS, LLC",RC,Troy,OH,2017-09-13,2.0,0.0,2.0,"general truck drivers, warehousemen, helpers, sales, and service, and casino employees, teamsters lo",Stipulated,WON,,2017-09-21,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3649,"10, 11,
26NAS",10-RC-172178,"Advantage Veterans Services of Walterboro, LLC",RC,Walterboro,SC,2016-04-14,140.0,42.0,67.0,"united steel, paper and forestry, rubber, manufacturing, energy, allied-industrial, and service work",Stipulated,WON,,2016-12-14,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3650,"10, 11,
26NAS",10-RC-184707,"Ardent Mills, LLC",RC,Chattanooga,TN,2016-10-13,48.0,22.0,25.0,ufcw local 1995,Stipulated,WON,,2016-10-21,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3651,"10, 11,
26NAS",10-RC-185050,"Autoneum North America, Inc. d/b/a Autoneum",RC,Aiken,SC,2016-10-14,151.0,72.0,74.0,"retail, wholesale and department store union/ufcw - southeast council",Stipulated,WON,,2016-10-24,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3652,"10, 11,
26NAS",10-RC-187855,Kapstone Summerville Lumber Mill,RC,Summerville,SC,2016-12-02,131.0,61.0,61.0,"united steel, paper and forestry, rubber, manufacturing, energy, allied industrial and service worke",Stipulated,,LOSS,2017-04-06,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3653,"10, 11,
26NAS",10-RC-188623,Diversicare - Oneonta,RC,Oneonta,AL,2016-12-20,56.0,38.0,12.0,"retail, wholesale, department store union mid-south council",Stipulated,,LOSS,2016-12-29,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3654,"10, 11,
26NAS",10-RC-188650,"Paragon Systems, Inc.",RC,Birmingham,AL,2016-12-14,39.0,1.0,24.0,"the protection & response officers of america, inc.",Stipulated,WON,,2016-12-22,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3655,"10, 11,
26NAS",10-RC-188875,"Citizens Telecommunications Company of the Volunteer State, L.L.C.",RC,Powell,TN,2016-12-21,11.0,1.0,9.0,"international brotherhood of electrical workers, local 1087, afl-cio",Stipulated,WON,,2016-12-30,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3656,"10, 11,
26NAS",10-RC-190253,"Parsec, Inc.",RC,Austell,GA,2017-01-13,178.0,45.0,90.0,"truck drivers, chauffeurs, warehousemen & helpers union, local 707, national production workers unio",Stipulated,WON,,2017-01-23,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3657,"10, 11,
26NAS",10-RC-191563,The Boeing Company,RC,North Charleston,SC,2017-02-15,3000.0,2097.0,731.0,international association of machinists and aerospace workers,Stipulated,,LOSS,2017-02-24,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3658,"10, 11,
26NAS",10-RC-194269,Avis Budget Group Inc.,RC,Savannah,GA,2017-03-30,33.0,19.0,11.0,international brotherhood of teamsters local 728,Stipulated,,LOSS,2017-04-12,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3659,"10, 11,
26NAS",10-RC-194498,Healthcare Services Group,RC,Oxford,AL,2017-03-29,13.0,0.0,4.0,"united steel, paper and forestry, rubber, manufacturing, energy, allied industrial and service worke",Stipulated,WON,,2017-04-12,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3660,"10, 11,
26NAS",10-RC-194739,Nestle USA Distribution Center,RC,McDonough,GA,2017-04-05,102.0,46.0,49.0,"retail, wholesale & department store union - southeast council",Stipulated,,LOSS,2017-06-09,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3661,"10, 11,
26NAS",10-RC-195283,Pilgrim's Pride Corporation,RC,Athens,GA,2017-04-12,67.0,14.0,41.0,united food and commercial workers local 1996,Stipulated,WON,,2017-04-21,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3662,"10, 11,
26NAS",10-RC-195597,"CSRA, Inc.",RC,Fort Stewart,GA,2017-04-19,27.0,6.0,18.0,"international association of machinists and aerospace workers (iamaw), afl-cio",Stipulated,WON,,2017-04-27,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3663,"10, 11,
26NAS",10-RC-197936,"Avis Budget Car Rental, LLC",RC,Augusta,GA,2017-05-23,24.0,7.0,17.0,"international association of machinists and aerospace workers,
afl-cio",Directed,WON,,2017-06-01,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3664,"10, 11,
26NAS",10-RC-198873,"CSRA, INC.",RC,Fort Benning,GA,2017-06-06,15.0,0.0,11.0,"international association of machinists and aerospace workers (iamaw), afl-cio",Stipulated,WON,,2017-06-14,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3665,"10, 11,
26NAS",10-RC-200636,"CEVA Logistics U.S., Inc.",RC,Chattanooga,TN,2017-07-05,13.0,0.0,12.0,"the united automobile, aerospace, and agricultural implement workers of america, uaw",Stipulated,WON,,2017-07-28,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3666,"10, 11,
26NAS",10-RC-202068,"Y-Tech Services, Inc.",RC,Huntsville,AL,2017-08-01,114.0,37.0,67.0,"international association of machinist and aerospace workers,
afl-cio",Stipulated,WON,,2017-08-23,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3667,"10, 11,
26NAS",10-RC-202949,SSC Birmingham Operating Co. LLC dba Fairview Health & Rehabilitation Center,RC,Birmingham,AL,2017-08-14,72.0,4.0,28.0,"retail, wholesale, department store union mid-south council",Stipulated,WON,,2017-08-23,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3668,"10, 11,
26NAS",10-RC-203896,"ARS Aleut Services, LLC",RC,Oak Ridge,TN,2017-08-30,103.0,38.0,63.0,international chemical workers union local 715c,Stipulated,WON,,2017-09-08,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3669,"10, 11,
26NAS",10-RC-204013,"Watco Switching Services, LLC",RC,Cherokee,AL,2017-08-24,2.0,1.0,1.0,"united steel, paper and forestery, rubber, manufacturing, energy, allied industrial and service work",Stipulated,,LOSS,2017-09-01,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3670,"10, 11,
26NAS",10-RC-204144,"Frontier Communications of Fairmount, LLC/Frontier Communications of Georgia, LLC",RC,Statesboro,GA,2017-09-07,12.0,2.0,9.0,"international brotherhood of electrical workers local union 508 savannah, georgia",Stipulated,WON,,2017-09-18,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3671,"10, 11,
26NAS",12-RC-184186,"Fox Rent-A-Car, Inc.",RC,Fort Lauderdale,FL,2016-10-13,42.0,7.0,34.0,teamsters local union no. 769,Stipulated,WON,,2017-03-22,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3672,"10, 11,
26NAS",10-RC-185103,"Aramark Uniform Services, a division of Aramark Uniform & Career Apparel, LLC",RC,Elizabethtown,NC,2016-10-21,5.0,1.0,3.0,teamsters local 391 affiliated with international brotherhood of teamsters,Stipulated,WON,,2016-10-31,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3673,"10, 11,
26NAS",10-RC-188826,"AECOM URS Federal Services, Inc.",RC,Elizabeth City,NC,2016-12-16,41.0,0.0,28.0,"international association of machinists and aerospace workers,
afl-cio",Stipulated,WON,,2016-12-27,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3674,"10, 11,
26NAS",10-RC-193021,"CSRA, Inc.",RC,Fort Bragg,NC,2017-03-08,8.0,1.0,7.0,"international association of machinists, afl-cio",Stipulated,WON,,2017-03-16,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3675,"10, 11,
26NAS",10-RC-194421,Bevilacqua Research Corporation,RC,Cherry Point,NC,2017-03-30,6.0,0.0,5.0,"international association of machinists andaerospace workers, afl-cio",Stipulated,WON,,2017-04-12,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3676,"10, 11,
26NAS",10-RC-195214,Blue Ridge in Georgetown,RC,Georgetown,SC,2017-04-07,10.0,2.0,4.0,"united steel, paper and forestry, rubber, manufacturing, energy, allied industrial and service worke",Stipulated,WON,,2017-04-18,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3677,"10, 11,
26NAS",10-RC-201050,LB & B Associates Inc.,RC,Raleigh,NC,2017-07-19,22.0,7.0,14.0,"international brotherhood of teamsters, local union no. 391",Stipulated,WON,,2017-07-27,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3678,"10, 11,
26NAS",10-RC-201618,"Metropolitan Security Services, Inc. d/b/a Walden Security",RC,Asheville,NC,2017-07-21,9.0,0.0,7.0,united states court security officers,Stipulated,WON,,2017-07-31,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3679,"12, 24",12-RC-180900,"CSRA, Inc.",RC,Jacksonville,FL,2016-08-16,6.0,3.0,3.0,"international association of machinists and aerospace workers,
afl-cio",Stipulated,,LOSS,2016-12-20,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3680,"12, 24",12-RC-183224,"Council on Aging of St. Lucie, Inc.",RC,Port Saint Lucie,FL,2016-09-23,45.0,20.0,17.0,amalgamated transit union local 1577,Stipulated,,LOSS,2016-10-04,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3681,"12, 24",12-RC-183814,Walgreen Co.,RC,Jupiter,FL,2016-10-14,546.0,259.0,234.0,"international association of machinists and aerospace workers, afl-cio",Stipulated,,LOSS,2016-11-03,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3682,"12, 24",12-RC-183969,"Swissport Cargo Services, LP",RC,Miami,FL,2016-09-28,17.0,1.0,14.0,"international association of machinists and aerospace workers, afl-cio",Stipulated,WON,,2016-10-11,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3683,"12, 24",12-RC-187313,"Budget Rent A Car Systems, Inc.",RC,Fort Lauderdale,FL,2016-11-17,12.0,0.0,7.0,teamsters local union no. 769,Stipulated,WON,,2016-11-29,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3684,"12, 24",12-RC-189491,"Telemundo Television Studios, LLC",RC,Miami,FL,2017-02-07,149.0,21.0,91.0,screen actors guild - american federation of television and radio artists,Directed,WON,,2017-03-29,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3685,"12, 24",12-RC-189853,"Correct Care, LLC d/b/a Correct Care Recovery Solutions",RC,Indiantown,FL,2017-01-18,85.0,21.0,39.0,"international union, security, police, and fire professionals of america (spfpa)",Stipulated,WON,,2017-01-30,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3686,"12, 24",12-RC-189950,PAE Aviation & Technical Services,RC,Key West,FL,2017-01-10,68.0,12.0,42.0,"international union of electronic, electrical, salaried, machine and furniture workers-cwa, afl-cio",Stipulated,WON,,2017-01-20,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3687,"12, 24",12-RC-191338,"ASRC FEDERAL FIELD SERVICES, LLC",RC,Avon Park,FL,2017-02-17,0.0,0.0,18.0,"international association of machinists and aerospace workers,
afl-cio",Stipulated,WON,,2017-03-06,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3688,"12, 24",12-RC-192227,LB&B Associates Inc.,RC,Cape Canaveral,FL,2017-03-01,6.0,0.0,5.0,"international association of machinists and aerospace workers,
afl-cio",Stipulated,WON,,2017-03-14,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3689,"12, 24",12-RC-192252,"DHL Network Operations (USA), Inc.",RC,Miami,FL,2017-03-09,8.0,1.0,7.0,teamsters local union no. 769,Stipulated,WON,,2017-03-20,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3690,"12, 24",12-RC-192284,Union Tank Car Company,RC,Valdosta,GA,2017-02-23,132.0,48.0,81.0,"international association of sheet metal, air, rail, & transportation workers (smart)",Directed,WON,,2017-03-06,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3691,"12, 24",12-RC-193139,"Flying Food Group, LLC",RC,Orlando,FL,2017-03-10,25.0,3.0,20.0,"local 74, united service workers union, iujat",Stipulated,WON,,2017-03-20,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3692,"12, 24",12-RC-195189,Metropolitan Delivery Corp.,RC,Miami,FL,2017-04-28,116.0,30.0,75.0,teamsters local union no. 769,Stipulated,WON,,2017-05-08,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3693,"12, 24",12-RC-195544,"Southern Glazer's Wine and Spirits, LLC",RC,Ft. Myers,FL,2017-04-12,28.0,7.0,20.0,"international brotherhood of teamsters, local 79",Stipulated,WON,,2017-04-24,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3694,"12, 24",12-RC-197840,"SDH Services West, LLC, also known as SODEXOMAGIC",RC,Lake Buena Vista,FL,2017-05-17,0.0,8.0,223.0,"unite here, local 362, afl-cio",Stipulated,WON,,2017-06-15,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3695,"12, 24",12-RC-198248,"Avis Budget Car Rental, LLC",RC,Orlando,FL,2017-06-02,53.0,11.0,35.0,"international brotherhood of teamsters, local union no. 385",Stipulated,WON,,2017-06-14,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3696,"12, 24",12-RC-200469,Bombardier Mass Transit Corporation,RC,Sanford,FL,2017-06-27,26.0,1.0,22.0,"international association of sheet metal, air, rail and transportation workers",Stipulated,WON,,2017-07-07,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3697,"12, 24",12-RC-202757,Bombardier Mass Transit Corporation,RC,Sanford,FL,2017-08-16,8.0,0.0,7.0,"international association of sheet metal, air, rail & transportation workers, afl-cio",Stipulated,WON,,2017-08-28,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3698,"12, 24",12-RC-204150,"Aluma Systems ConcreteConstruction, LLC",RC,Tampa,FL,2017-08-31,18.0,3.0,15.0,"southeast council, retailwholesale & department store union, ufcw, afl-cio, clc",Stipulated,WON,,2017-09-14,Certific. ofRepresentative,,,,,,,,,,,,,,,,,,,,,
3699,"12, 24",12-RC-204223,"MV Transportation, Inc.",RC,Jacksonville,FL,2017-09-05,14.0,0.0,9.0,"international association of machinists and aerospace workers, afl-cio",Stipulated,WON,,2017-09-14,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3700,13,13-RC-092296,Saint Xavier University,RC,Chicago,IL,2013-01-03,20.0,6.0,14.0,"service employees international union, local 1",Directed,WON,,2017-05-08,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3701,13,13-RC-160240,"JAM Productions, Ltd., Event Productions, Inc., Standing Room Only, Inc., and Victoria Operating Co.",RC,Chicago,IL,2016-05-16,58.0,10.0,22.0,"theatrical stage employees union local no. 2, iatse",Stipulated,WON,,2017-01-05,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3702,13,13-RC-177753,"XPO Logistics Freight, Inc.",RC,Gary,IN,2016-06-29,11.0,3.0,8.0,international association of machinists & aerospace workers afl-cio,Stipulated,WON,,2016-11-09,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3703,13,13-RC-183135,Savage Fueling Corporation,RC,Chicago,IL,2016-09-23,16.0,7.0,7.0,international brotherhood of teamsters local 777,Stipulated,,LOSS,2016-10-05,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3704,13,13-RC-183712,"Lakeside Metals, Inc.",RC,Chicago,IL,2016-09-29,39.0,21.0,14.0,"united food & commercial workers union, local 1546",Stipulated,,LOSS,2016-10-11,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3705,13,13-RC-184110,Randall Metals,RC,East Chicago,IN,2016-10-06,21.0,4.0,17.0,"united steel, paper and forestry, rubber, manufacturing, energy, allied industrial and service worke",Stipulated,WON,,2016-10-17,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3706,13,13-RC-184190,"XPO Logistics Freight, Inc.",RC,Aurora,IL,2016-10-12,74.0,33.0,38.0,teamsters local union no. 179,Stipulated,WON,,2017-04-06,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3707,13,13-RC-184870,"Napleton 1050, Inc. d/b/a Napleton Cadillac of Libertyville",RC,Libertyville,IL,2016-10-18,11.0,1.0,10.0,"local lodge 701, international association of machinists & aerospace workers, afl-cio",Stipulated,WON,,2016-10-31,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3708,13,13-RC-185009,"Chicago Office Movers, Inc.",RC,Elk Grove Village,IL,2016-10-06,16.0,2.0,13.0,teamsters local union no. 705,Stipulated,WON,,2016-10-17,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3709,13,13-RC-185426,"Univar USA, Inc.",RC,Bedford Park,IL,2016-10-19,11.0,3.0,8.0,teamsters local union no. 705,Stipulated,WON,,2016-10-31,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3710,13,13-RC-185940,"Rapid Displays, Inc.",RC,Chicago,IL,2016-10-28,4.0,2.0,2.0,"international brotherhood of teamsters, local 781",Stipulated,,LOSS,2016-11-07,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3711,13,13-RC-186957,"Regal Custom Concrete, Inc. and Cook Incorporated d/b/a A & L's Construction & Redi-Mix, as a single",RC,Melrose Park,IL,2016-11-18,14.0,8.0,6.0,teamsters local union no. 786,Stipulated,,LOSS,2016-11-29,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3712,13,13-RC-188443,"The QUIKRETE Companies, LLC",RC,Elburn,IL,2016-12-13,24.0,15.0,9.0,international brotherhood of teamsters local union 673,Stipulated,,LOSS,2016-12-23,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3713,13,13-RC-188523,Presence Chicago Hospitals Network d/b/a Presence Resurrection Medical Center,RC,Chicago,IL,2016-12-15,13.0,2.0,10.0,international union of operating engineers local 399,Stipulated,WON,,2016-12-27,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3714,13,13-RC-188670,"Kloss Distributing Company, Inc.",RC,Gurnee,IL,2016-12-16,10.0,7.0,3.0,"chauffeurs, teamsters and helpers, local no. 301",Stipulated,,LOSS,2016-12-27,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3715,13,13-RC-189548,Loyola University Chicago,RC,Chicago,IL,2017-01-24,210.0,49.0,71.0,"service employees international union, local 73, clc/ctw",Directed,WON,,2017-02-17,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3716,13,13-RC-189883,"Durham School Services, L.P.",RC,Lake Villa,IL,2017-01-13,155.0,88.0,55.0,international brotherhood of teamsters local 777,Stipulated,,LOSS,2017-01-24,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3717,13,13-RC-191192,"The Majestic Star Casino, II LLC",RC,Gary,IN,2017-02-03,11.0,5.0,6.0,"united steel, paper and forestry, rubber, manufacturing, energy, allied industrial and service worke",Stipulated,WON,,2017-02-14,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3718,13,13-RC-191661,"Peak Campus Management, LLC",RC,Chicago,IL,2017-02-08,2.0,0.0,2.0,international union of operating engineers local 399,Stipulated,WON,,2017-02-17,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3719,13,13-RC-191877,"ABM Industries Groups, LLC",RC,Northbrook,IL,2017-02-09,2.0,0.0,2.0,international union of operating engineers local 399,Stipulated,WON,,2017-02-17,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3720,13,13-RC-192214,The Segerdahl Corp. d/b/a SG360,RC,Wheeling,IL,2017-02-23,12.0,3.0,8.0,"graphic communications conference, international brotherhood of teamsters",Stipulated,WON,,2017-03-06,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3721,13,13-RC-192339,AMG Resources Corporation,RC,Gary,IN,2017-02-23,8.0,3.0,5.0,"international brotherhood of teamsters, local no. 142",Stipulated,WON,,2017-03-06,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3722,13,13-RC-192428,"European Imports, Inc.",RC,Arlington Heights,IL,2017-02-23,51.0,27.0,19.0,teamsters local 703,Directed,,LOSS,2017-03-06,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3723,13,13-RC-192916,Dill Pickle Food Co-Op,RC,Chicago,IL,2017-02-28,7.0,3.0,4.0,"dill pickle food co-op workers organizing committee, chicago branch industrial workers of the world",Stipulated,WON,,2017-03-23,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3724,13,13-RC-193930,YMCA of Metropolitan Chicago,RC,Chicago,IL,2017-03-15,9.0,3.0,6.0,"international union of operating engineers local 399, afl-cio",Stipulated,WON,,2017-03-23,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3725,13,13-RC-195205,"XPO Logistics Freight, Inc.",RC,Aurora,IL,2017-04-14,38.0,28.0,10.0,teamsters local union no. 179,Stipulated,,LOSS,2017-04-24,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3726,13,13-RC-195334,"XPO Logistics Freight, Inc.",RC,Elgin,IL,2017-04-14,41.0,23.0,17.0,international brotherhood of teamsters local 330,Stipulated,,LOSS,2017-07-27,Certification of Results,,,,,,,,,,,,,,,,,,,,,
3727,13,13-RC-196958,"United Parcel Service, Inc.",RC,Westmont,IL,2017-05-09,3.0,0.0,2.0,teamsters local union no. 705,Stipulated,WON,,2017-05-17,Certific. of Representative,,,,,,,,,,,,,,,,,,,,,
3728,13,13-RC-197276,"True World Foods Chicago, LLC",RC,Elk Grove Village,IL,2017-05-08,20.0,11.0,9.0,teamsters local 710,Stipulated,,LOSS,2017-05-16,Certification of Results,,,,,,,,,,,,,,,,,,,,,
